constraint_type,constraint_label,wealth_multiplier,run_id,mean_reversion_beta,mean_reversion_alpha,mean_reversion_r2,price_variance,log_deviation_variance,return_volatility,final_price,max_drawdown
buyer_cash_only,Buyer cash only,0.5,11,-0.00374240007966331,-0.008453272279001547,0.2779506786227621,465.98172215977814,0.2927283268123432,0.0038384903260889765,14.791502070790461,-0.8528760533922124
buyer_cash_only,Buyer cash only,0.5,12,-0.0029086511882058476,-0.00703778772768172,0.16492392326408023,490.6503935402984,0.2702649831326529,0.003719921991688939,15.511152040939885,-0.8467455951742586
buyer_cash_only,Buyer cash only,0.5,13,-0.002753647321430873,-0.007117933223063567,0.15752793051541547,454.0297817873631,0.2831233148194953,0.0036874131243418355,14.249588778443945,-0.8576420597218734
buyer_cash_only,Buyer cash only,0.5,14,-0.0034209282953796966,-0.007401266840318201,0.20561735316636953,437.28290554488717,0.2426135794144747,0.003712929185461722,16.788098409735873,-0.8327471186400528
buyer_cash_only,Buyer cash only,0.5,15,-0.0029877821139580305,-0.007574907776481017,0.21367978003642252,515.3636548043524,0.313487002409688,0.003616021298595031,13.967690136073097,-0.8608113857362382
buyer_cash_only,Buyer cash only,0.5,16,-0.002758529990681378,-0.007146637985150461,0.17660702848017495,474.3901251879329,0.29379524951391617,0.0035542872901181506,14.245933927572695,-0.857540660724273
buyer_cash_only,Buyer cash only,0.5,17,-0.0032790731153187836,-0.007675931688043534,0.2334038009479199,482.1583367629509,0.285572734883452,0.00362444667715204,15.109219033013641,-0.8495265311036503
buyer_cash_only,Buyer cash only,0.5,18,-0.0030507114330888324,-0.007640560003594195,0.21433847331473133,494.06305746723956,0.31627609218557357,0.0037031640966673288,14.11346744108269,-0.8589977632620135
buyer_cash_only,Buyer cash only,0.5,19,-0.0030055513195065956,-0.007107608984349795,0.17113706572038123,461.8216822534627,0.25607783111114113,0.0036726742470122357,15.645168547670945,-0.844080451375233
buyer_cash_only,Buyer cash only,0.5,20,-0.00339220360550938,-0.008073090805518211,0.23640846018413697,487.453090659052,0.3134149423733227,0.0039036332389627264,14.418413632529392,-0.856222704326812
buyer_cash_only,Buyer cash only,0.5,21,-0.0029952162361197494,-0.007378782989280006,0.2134765474268664,494.06401000526455,0.29434869185273044,0.003514206343293081,14.713304769264827,-0.8528669523073518
buyer_cash_only,Buyer cash only,0.5,22,-0.003576652085834204,-0.008014170010431688,0.2793773018052642,478.55714284722393,0.28244016859136495,0.0035941705089595198,15.507798868750843,-0.8449220113124916
buyer_cash_only,Buyer cash only,0.5,23,-0.003091203123508685,-0.007441555567069395,0.21265862932347257,505.0050821184765,0.2948710639868098,0.0036374286574196698,15.065343010046444,-0.8500567288590973
buyer_cash_only,Buyer cash only,0.5,24,-0.003069886574030276,-0.007850322125367324,0.239262096502605,509.564692379817,0.3382030057169597,0.0036475180708543447,13.544519751658948,-0.8650172953334146
buyer_cash_only,Buyer cash only,0.5,25,-0.002881275296663478,-0.006859176819131453,0.17036434589025196,461.46942796929505,0.25566400788701993,0.0035260724468341624,16.06504798770354,-0.8398920039613644
buyer_cash_only,Buyer cash only,0.5,26,-0.0025542458860070465,-0.006596116617469204,0.15910194476559858,490.21216981565794,0.2835511157764448,0.0034066811619182956,15.494899298743778,-0.845280080284385
buyer_cash_only,Buyer cash only,0.5,27,-0.003214655623343001,-0.0076928492423192114,0.24150325998846722,518.5908861328385,0.3184334676429272,0.0036896236226980224,15.017075738928561,-0.8509385676600817
buyer_cash_only,Buyer cash only,0.5,28,-0.0029852172229564793,-0.0071284757823181395,0.18216537685662937,474.59722886233027,0.2748110940519994,0.003663491179368865,15.630663587112878,-0.843790846047598
buyer_cash_only,Buyer cash only,0.5,29,-0.002993954363770264,-0.007547710384183075,0.21788224664471312,486.68313673768574,0.3167911087365028,0.0036075051354085906,14.1646274551826,-0.858353725448174
buyer_cash_only,Buyer cash only,0.5,30,-0.003521663787716181,-0.007621212101396472,0.22161886610395276,450.72133190820756,0.25325024849898076,0.003761980023727707,16.552771011776894,-0.8354754441072373
buyer_cash_only,Buyer cash only,0.5,31,-0.0024383823209158917,-0.006470595133795926,0.13540028824111316,474.9630273764594,0.2699655349779773,0.0034389677715673497,15.249336075190127,-0.8481241747911764
buyer_cash_only,Buyer cash only,0.5,32,-0.0027371537439963615,-0.007330852100262772,0.19265766445226096,488.64768644167475,0.3178447999053166,0.003512350759299745,13.487841115100027,-0.8651226149445267
buyer_cash_only,Buyer cash only,0.5,33,-0.002800944318229496,-0.007016304409729926,0.1636839130848471,475.892182051359,0.2798861147535583,0.0036590034108750988,15.004707215366768,-0.851096885556253
buyer_cash_only,Buyer cash only,0.5,34,-0.0027996345007886207,-0.007129581181985215,0.1711445031726324,471.53645340649865,0.2784713655249619,0.003567132306841629,14.445430883453689,-0.8560234541826234
buyer_cash_only,Buyer cash only,0.5,35,-0.002780060444421625,-0.006791727319385692,0.18100984968807754,486.75997962944257,0.27901570366127315,0.0034488083164245825,15.986587704847476,-0.8405581048370486
buyer_cash_only,Buyer cash only,0.5,36,-0.003187749399538772,-0.007595093581930545,0.21536309445310353,474.2505621067948,0.28378670446126386,0.003656236584356859,14.85303469709971,-0.8528622097103478
buyer_cash_only,Buyer cash only,0.5,37,-0.002953333305157246,-0.007133724560708866,0.1625816398248242,476.07085219021786,0.27129659586785015,0.00381140580516817,15.34687992508089,-0.8465312007491911
buyer_cash_only,Buyer cash only,0.5,38,-0.003124930167783618,-0.0074012806218959485,0.20042499857017138,465.85112522354757,0.2860380442666943,0.0037304668001411695,15.37911537566664,-0.8462088462433336
