regime,group,inflow_per_period,run_id,mean_log_return,std_log_return,t_stat_mean_return,p_value_one_sided_positive,lag1_autocorr,variance_ratio_lag5,final_price,positive_return_pct,zero_trade_periods,avg_volume,avg_cash,cash_gini_end,share_gini_end,avg_cash_constrained_ratio,avg_share_constrained_ratio
tight,baseline,0.0,43,-0.009130639115187448,0.013815436755547951,-14.77820071911863,1.0,0.9348065143547157,4.55090115883236,1.040655318226531,0.218,0.0,3560.2849293117874,200.00000000000114,0.39650694021290556,0.4060183917887556,0.4038139128168025,0.11714813857810175
tight,baseline,0.0,44,-0.00921463400115173,0.01346652764571261,-15.300564894259209,1.0,0.9379968823416864,4.492003711668455,0.9978554881705028,0.194,0.0,3583.688977479652,200.00000000000028,0.40289226990919635,0.382259826493476,0.40413576320986316,0.10842409571614754
tight,baseline,0.0,45,-0.00924051096410906,0.013484043280868375,-15.323601557921815,1.0,0.9245636324285759,4.492573678939235,0.9850279170130629,0.196,0.0,3555.083026340771,200.0000000000001,0.4087639488960385,0.40227217041449753,0.4025073442122078,0.11174959434823956
tight,baseline,0.0,46,-0.00903031261819072,0.013863337287954226,-14.565318907658408,1.0,0.932585238883701,4.542496546852138,1.0941894675497275,0.23,0.0,3556.9883285914602,200.00000000000017,0.4118365195765697,0.404620096720411,0.4066360220301008,0.1121365638018016
tight,baseline,0.0,47,-0.009201528045660712,0.013909107560661682,-14.792640086528554,1.0,0.9275619886473535,4.525744926503745,1.0044158845674176,0.206,0.0,3589.602355484626,200.00000000000026,0.4079005866006098,0.3910631337875867,0.39951636150935554,0.1132779969065864
tight,baseline,0.0,48,-0.00911140401654591,0.013527658075356292,-15.060787786007575,1.0,0.9217851742079713,4.5166392077750475,1.0507121556212877,0.202,0.0,3560.9071257276373,200.00000000000017,0.4160729405419221,0.38636934865380157,0.40401214000821,0.1125186843236875
tight,baseline,0.0,49,-0.009189458555879854,0.01347591161023678,-15.248136528110813,1.0,0.9341145330492733,4.505700399134108,1.0104956045231446,0.174,0.0,3561.8439893966884,200.00000000000028,0.41230759637355663,0.38350895931349194,0.40486528652295045,0.11285983686059554
tight,baseline,0.0,50,-0.009121984583966672,0.013723267814347196,-14.863353171705846,1.0,0.9275006132557481,4.481195880073028,1.045168267520335,0.222,0.0,3544.378333030329,200.0000000000001,0.4148241995717193,0.39223017952695316,0.4042778554205654,0.1167766255612218
tight,baseline,0.0,51,-0.009023694994827367,0.01376894817899511,-14.654420333602573,1.0,0.9260172613039458,4.54245159813148,1.0978159307752529,0.192,0.0,3544.7417529841755,200.00000000000023,0.3989500191011011,0.36734233424979945,0.40917159778043394,0.11457797908637106
tight,baseline,0.0,52,-0.009131752815904002,0.013700313159466166,-14.904199497058874,1.0,0.9375013203727581,4.509072154525522,1.0400759902541972,0.222,0.0,3534.46221927603,200.00000000000028,0.4230401277047763,0.40790270499974995,0.4115741078676711,0.11767754255435803
tight,baseline,0.0,53,-0.009222489758912456,0.013808780317553783,-14.934059017876455,1.0,0.9372439832531981,4.580010406424299,0.9939437201776105,0.19,0.0,3557.7587777829153,200.00000000000023,0.4082394761240905,0.37621665252590286,0.4038508617399419,0.11590675775159423
tight,baseline,0.0,54,-0.00918775216079192,0.013549381656294521,-15.162639087966907,1.0,0.9114822560465055,4.490167588143854,1.0113581247888774,0.196,0.0,3538.64407918335,200.00000000000082,0.402260241048912,0.3945332846527591,0.4101778864318556,0.10998808176233041
tight,baseline,0.0,55,-0.009144729326846585,0.013704677431861085,-14.920625831824488,1.0,0.9191658113344616,4.470591146752812,1.0333495565272184,0.184,0.0,3541.6019165866433,200.0000000000003,0.4146989187676631,0.3891819518535501,0.4092897744810518,0.11210367488171155
tight,baseline,0.0,56,-0.009119844268486884,0.013646991277708432,-14.942921346962853,1.0,0.9362206399383362,4.537753100274398,1.0462873611278543,0.202,0.0,3549.3615619407983,200.0000000000001,0.4067496592523067,0.37764411016307575,0.4093108565388649,0.11384023692134745
tight,baseline,0.0,57,-0.009311120198115919,0.013735911402156707,-15.157565523019798,1.0,0.921107881172883,4.501813441230472,0.9508586000150132,0.188,0.0,3562.848896761743,200.00000000000017,0.3919245618927902,0.39212308896840603,0.40127583738357464,0.11742587083855392
tight,baseline,0.0,58,-0.009107287310554124,0.013884668619899296,-14.666906409155597,1.0,0.9428774590273994,4.488843303825018,1.0528771195001945,0.19,0.0,3550.9695884865587,200.0000000000001,0.42508344191746605,0.401955324830221,0.40380566666055906,0.11473617802044313
tight,baseline,0.0,59,-0.009262551618305095,0.013502205842659556,-15.339489935928318,1.0,0.9290041380616185,4.541557316665626,0.974232182688117,0.17,0.0,3571.5458976876116,200.00000000000006,0.3950124167970054,0.41522021876381254,0.398245791819156,0.11788554126842628
tight,baseline,0.0,60,-0.009103098954445677,0.013529113469253274,-15.045441162355242,1.0,0.9322216938695965,4.553585411974801,1.0550843420094536,0.212,0.0,3548.8495490294667,200.00000000000028,0.4052466844788099,0.3812411090630592,0.4094761389993624,0.11452149371735616
tight,baseline,0.0,61,-0.0092181791262424,0.013878867429276803,-14.851698281638312,1.0,0.9234047199206536,4.531899172533357,0.9960882936006755,0.21,0.0,3576.822829337395,200.00000000000034,0.3948010308367094,0.40504980142680974,0.39651931380065114,0.11742101944626936
tight,baseline,0.0,62,-0.00910455876228475,0.013944198956985407,-14.599915248205358,1.0,0.9304698402730237,4.495023236736638,1.0543145127976365,0.212,0.0,3576.2036578128436,200.0000000000001,0.40854846515633014,0.39473128380483014,0.4042398540547862,0.1167684086813044
